handle_id,barcode,article_name,brand,general_tags,category,component_tags,images,product_url
benares-tissue-striped-shirt,33954474,BENARES TISSUE STRIPED SHIRT,Dash and Dot,"Shirt, Striped, Handwoven, Boxy Fit, Unique",Clothing & Fashion,"Sub Category: Tops, Fit: Oversized, Color: Multicolor, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_4_1_7523047b-1aed-4d58-a3b5-620ec0c25fa5.jpg?v=1764575791,https://shop.broadwaylive.in/products/benares-tissue-striped-shirt
benares-tissue-striped-shirt,33987242,BENARES TISSUE STRIPED SHIRT,Dash and Dot,"Shirt, Striped, Handwoven, Boxy Fit, Unique",Clothing & Fashion,"Sub Category: Tops, Fit: Oversized, Color: Multicolor, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_5_2_05c4745d-0eb7-4c0c-81db-f295f1ae417c.jpg?v=1764575791,https://shop.broadwaylive.in/products/benares-tissue-striped-shirt
benares-tissue-striped-shirt,34020010,BENARES TISSUE STRIPED SHIRT,Dash and Dot,"Shirt, Striped, Handwoven, Boxy Fit, Unique",Clothing & Fashion,"Sub Category: Tops, Fit: Oversized, Color: Multicolor, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_6_3_4a3c2964-e2d5-426d-b172-60f17fd9f1a6.jpg?v=1764575790,https://shop.broadwaylive.in/products/benares-tissue-striped-shirt
benares-tissue-striped-shirt,34052778,BENARES TISSUE STRIPED SHIRT,Dash and Dot,"Shirt, Striped, Handwoven, Boxy Fit, Unique",Clothing & Fashion,"Sub Category: Tops, Fit: Oversized, Color: Multicolor, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_7_4_ec1d8718-4a58-4686-b655-7725bf699ce3.jpg?v=1764575791,https://shop.broadwaylive.in/products/benares-tissue-striped-shirt
benares-tissue-striped-shirt,34085546,BENARES TISSUE STRIPED SHIRT,Dash and Dot,"Shirt, Striped, Handwoven, Boxy Fit, Unique",Clothing & Fashion,"Sub Category: Tops, Fit: Oversized, Color: Multicolor, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_130_C_6e9a01ac-38e6-4e29-8631-2a0f106192e5.jpg?v=1764575791,https://shop.broadwaylive.in/products/benares-tissue-striped-shirt
benares-tissue-pant-set,3481002,BENARES TISSUE PANT SET,Dash and Dot,"Pant Set, Iridescent, Wide-leg, Cropped Sleeves, Elegant",Clothing & Fashion,"Sub Category: Tops, Fit: Structured, Color: Beige, Pattern: Solid, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_bacf9084-e43c-4bc8-aa19-e072e00f8168.jpg?v=1764576298,https://shop.broadwaylive.in/products/benares-tissue-pant-set
benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt,3505834,"BENARES SILK BROCADE JACKET, TISSUE BRALETTE AND CRUSHED SKIRT",Dash and Dot,"Jacket, Bralette, Skirt, Silk, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_4_5_305360a7-7da2-45c9-b145-ee79d804b1b2.jpg?v=1764659425,https://shop.broadwaylive.in/products/benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt
white-linen-pant,35291818,WHITE LINEN PANT,Dash and Dot,"Linen, Pants, Straight Cut, Casual, Comfort",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: White, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_2120a6d6-2812-437c-afc3-5918bef6086d.jpg?v=1764580477,https://shop.broadwaylive.in/products/white-linen-pant
white-linen-pant,35324586,WHITE LINEN PANT,Dash and Dot,"Linen, Pants, Straight Cut, Casual, Comfort",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: White, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2a_fb1d82fe-a51f-403a-b018-52a5d300e66d.jpg?v=1764580477,https://shop.broadwaylive.in/products/white-linen-pant
white-linen-pant,35357354,WHITE LINEN PANT,Dash and Dot,"Linen, Pants, Straight Cut, Casual, Comfort",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: White, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4a.jpg?v=1764580477,https://shop.broadwaylive.in/products/white-linen-pant
white-linen-pant,35390122,WHITE LINEN PANT,Dash and Dot,"Linen, Pants, Straight Cut, Casual, Comfort",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: White, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/8A.jpg?v=1764580477,https://shop.broadwaylive.in/products/white-linen-pant
white-linen-pant,35422890,WHITE LINEN PANT,Dash and Dot,"Linen, Pants, Straight Cut, Casual, Comfort",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: White, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/10A.jpg?v=1764580477,https://shop.broadwaylive.in/products/white-linen-pant
evil-eye-copper-drop-earrings,35453986,Evil Eye Copper Drop Earrings,Nish Hair,"Earrings, Drop Earrings, Evil Eye, Fashion, Statement",Jewellery & Accessories,"Sub Category: Earrings, Metal Type: Copper, Aesthetic: Modern, Occasion: Daily Wear, Color: Golden",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/F10951B3-CA8C-49E5-BD52-B6E412AAE37D.webp?v=1763717254,https://shop.broadwaylive.in/products/evil-eye-copper-drop-earrings
benares-tissue-side-tie-blazer,35953322,BENARES TISSUE SIDE-TIE BLAZER,Dash and Dot,"Blazer, Wrap Style, Side Tie, Notch Collar, Full Sleeves",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Beige, Pattern: Stripes, Occasion: Work, Style: Formal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_616874a6-d7ac-4ad3-8665-423c2707e7f6.jpg?v=1764657474,https://shop.broadwaylive.in/products/benares-tissue-side-tie-blazer
benares-tissue-side-tie-blazer,35986090,BENARES TISSUE SIDE-TIE BLAZER,Dash and Dot,"Blazer, Wrap Style, Side Tie, Notch Collar, Full Sleeves",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Beige, Pattern: Stripes, Occasion: Work, Style: Formal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2C.jpg?v=1764657474,https://shop.broadwaylive.in/products/benares-tissue-side-tie-blazer
benares-tissue-side-tie-blazer,36018858,BENARES TISSUE SIDE-TIE BLAZER,Dash and Dot,"Blazer, Wrap Style, Side Tie, Notch Collar, Full Sleeves",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Beige, Pattern: Stripes, Occasion: Work, Style: Formal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_f3d7526f-1078-40f2-9308-ebd989034bb0.jpg?v=1764657474,https://shop.broadwaylive.in/products/benares-tissue-side-tie-blazer
benares-tissue-side-tie-blazer,36051626,BENARES TISSUE SIDE-TIE BLAZER,Dash and Dot,"Blazer, Wrap Style, Side Tie, Notch Collar, Full Sleeves",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Beige, Pattern: Stripes, Occasion: Work, Style: Formal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_4b9d5d44-5f14-4b21-9480-8aa8fd977306.jpg?v=1764657474,https://shop.broadwaylive.in/products/benares-tissue-side-tie-blazer
benares-tissue-side-tie-blazer,36084394,BENARES TISSUE SIDE-TIE BLAZER,Dash and Dot,"Blazer, Wrap Style, Side Tie, Notch Collar, Full Sleeves",Clothing & Fashion,"Sub Category: Outerwear, Fit: Regular, Color: Beige, Pattern: Stripes, Occasion: Work, Style: Formal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_2941f02e-ca29-406d-9425-fb6eb91eb15e.jpg?v=1764657475,https://shop.broadwaylive.in/products/benares-tissue-side-tie-blazer
au-naturel-wavy-set-of-4-clip-in-extensions-nish-hair,36289058,Au Naturel Wavy Set of 4-Clip in extensions| Nish Hair,Nish Hair,"Hair Extensions, Wavy, Clip-in, Natural Look, Easy to Use",Beauty & Personal Care,"Sub Category: Styling Products, Color: Brown, Length: Medium, Texture: Wavy, Features: Clip-in",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/WhatsApp-Image-2021-07-16-at-5.09.33-PM_d6421f99-b5b6-42f5-9ffa-ea5a1df695de.webp?v=1763717153,https://shop.broadwaylive.in/products/au-naturel-wavy-set-of-4-clip-in-extensions-nish-hair
benares-tissue-stripe-kaftan-top,36772522,BENARES TISSUE STRIPE KAFTAN TOP,Dash and Dot,"Kaftan, Relaxed Fit, V-Neck, Fuchsia, Gold Stripes",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Pink, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_5ded6d72-59dc-43d9-bd6a-91f22b5fadfa.jpg?v=1764657297,https://shop.broadwaylive.in/products/benares-tissue-stripe-kaftan-top
benares-tissue-stripe-kaftan-top,36805290,BENARES TISSUE STRIPE KAFTAN TOP,Dash and Dot,"Kaftan, Relaxed Fit, V-Neck, Fuchsia, Gold Stripes",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Pink, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_d95b4f14-3ae1-49db-87ec-6cc708efe4a7.jpg?v=1764657297,https://shop.broadwaylive.in/products/benares-tissue-stripe-kaftan-top
benares-tissue-stripe-kaftan-top,36838058,BENARES TISSUE STRIPE KAFTAN TOP,Dash and Dot,"Kaftan, Relaxed Fit, V-Neck, Fuchsia, Gold Stripes",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Pink, Pattern: Stripes, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_d69a4ab3-be77-4af9-bd5b-48d8af852682.jpg?v=1764657297,https://shop.broadwaylive.in/products/benares-tissue-stripe-kaftan-top
benares-tissue-cropped-zip-shirt,37100202,BENARES TISSUE CROPPED ZIP SHIRT,Dash and Dot,"Cropped Shirt, Short Sleeves, Band Collar, Golden Zipper, Fully Lined",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_ed4bd496-6295-49f3-954d-fc8c6dcc58c7.jpg?v=1764657874,https://shop.broadwaylive.in/products/benares-tissue-cropped-zip-shirt
benares-tissue-pant-set,3710378,BENARES TISSUE PANT SET,Dash and Dot,"Pant Set, Iridescent, Wide-leg, Cropped Sleeves, Elegant",Clothing & Fashion,"Sub Category: Tops, Fit: Structured, Color: Beige, Pattern: Solid, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_0300f1a2-f890-4dbe-8f56-3cf78d0d9205.jpg?v=1764576298,https://shop.broadwaylive.in/products/benares-tissue-pant-set
benares-tissue-cropped-zip-shirt,37132970,BENARES TISSUE CROPPED ZIP SHIRT,Dash and Dot,"Cropped Shirt, Short Sleeves, Band Collar, Golden Zipper, Fully Lined",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_f336bdc7-b937-41ac-a4df-9d460ee98b86.jpg?v=1764657873,https://shop.broadwaylive.in/products/benares-tissue-cropped-zip-shirt
benares-tissue-cropped-zip-shirt,37165738,BENARES TISSUE CROPPED ZIP SHIRT,Dash and Dot,"Cropped Shirt, Short Sleeves, Band Collar, Golden Zipper, Fully Lined",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_15e2db8d-7f26-4ed2-a4a2-2d47249ac978.jpg?v=1764657874,https://shop.broadwaylive.in/products/benares-tissue-cropped-zip-shirt
benares-tissue-cropped-zip-shirt,37198506,BENARES TISSUE CROPPED ZIP SHIRT,Dash and Dot,"Cropped Shirt, Short Sleeves, Band Collar, Golden Zipper, Fully Lined",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_4aa3b98a-de68-48fa-8ce4-0684015fa6e0.jpg?v=1764657873,https://shop.broadwaylive.in/products/benares-tissue-cropped-zip-shirt
benares-tissue-cropped-zip-shirt,37231274,BENARES TISSUE CROPPED ZIP SHIRT,Dash and Dot,"Cropped Shirt, Short Sleeves, Band Collar, Golden Zipper, Fully Lined",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_83902162-f5d4-4491-9ef0-a1059fd91139.jpg?v=1764657873,https://shop.broadwaylive.in/products/benares-tissue-cropped-zip-shirt
benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt,3735210,"BENARES SILK BROCADE JACKET, TISSUE BRALETTE AND CRUSHED SKIRT",Dash and Dot,"Jacket, Bralette, Skirt, Silk, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_5_2_81374470-5da5-455a-ae44-0d4140ec88db.jpg?v=1764659425,https://shop.broadwaylive.in/products/benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt
lock-necklace,38395170,Lock Necklace,Nish Hair,"Necklace, Gold, Fashion Statement, Trendy, Minimalist",Jewellery & Accessories,"Sub Category: Necklaces, Metal Type: Gold, Aesthetic: Minimal, Occasion: Daily Wear",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/WhatsApp-Image-2020-11-21-at-11.26.35-PM.webp?v=1763717262,https://shop.broadwaylive.in/products/lock-necklace
tissue-bralette-and-crushed-skirt,392874,TISSUE BRALETTE AND CRUSHED SKIRT,Dash and Dot,"Bralette, Skirt, Casual, Fashion, Layered",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_10_3_ba671bb6-4f70-498e-831c-e55316213a19.jpg?v=1764580920,https://shop.broadwaylive.in/products/tissue-bralette-and-crushed-skirt
benares-tissue-pant-set,3939754,BENARES TISSUE PANT SET,Dash and Dot,"Pant Set, Iridescent, Wide-leg, Cropped Sleeves, Elegant",Clothing & Fashion,"Sub Category: Tops, Fit: Structured, Color: Beige, Pattern: Solid, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_dad275a4-0084-4c8f-b665-3ff1d405bfeb.jpg?v=1764576298,https://shop.broadwaylive.in/products/benares-tissue-pant-set
benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt,3964586,"BENARES SILK BROCADE JACKET, TISSUE BRALETTE AND CRUSHED SKIRT",Dash and Dot,"Jacket, Bralette, Skirt, Silk, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_7_3_a095da55-5e5e-4da0-aae6-6d1cbb006d7a.jpg?v=1764659425,https://shop.broadwaylive.in/products/benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt
benares-brocade-zip-shirt,39852714,BENARES BROCADE ZIP SHIRT,Dash and Dot,"Cropped Shirt, Brocade, Short Sleeves, Band Collar, Golden Zip",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_f15b7b82-c370-48f6-9184-d2cda11c30e3.jpg?v=1764660266,https://shop.broadwaylive.in/products/benares-brocade-zip-shirt
benares-brocade-zip-shirt,39885482,BENARES BROCADE ZIP SHIRT,Dash and Dot,"Cropped Shirt, Brocade, Short Sleeves, Band Collar, Golden Zip",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_c2c4819e-9737-44fb-afe0-abee1edc1382.jpg?v=1764660266,https://shop.broadwaylive.in/products/benares-brocade-zip-shirt
benares-brocade-zip-shirt,39918250,BENARES BROCADE ZIP SHIRT,Dash and Dot,"Cropped Shirt, Brocade, Short Sleeves, Band Collar, Golden Zip",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Gold, Pattern: Solid, Occasion: Casual, Style: Classic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_cd4dc79f-e176-41fd-b11c-2a387992a046.jpg?v=1764660266,https://shop.broadwaylive.in/products/benares-brocade-zip-shirt
benares-striped-tissue-shirt-skirt,400810,BENARES STRIPED TISSUE SHIRT & SKIRT,Dash and Dot,"Shirt, Skirt, Striped, Tissue Fabric, Ethnic Wear",Clothing & Fashion,"Sub Category: Tops, Fit: Regular, Color: Red, Pattern: Stripes, Occasion: Party, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_12481319-d4d5-4c41-8a00-53d816e47eaa.jpg?v=1764658713,https://shop.broadwaylive.in/products/benares-striped-tissue-shirt-skirt
embroidered-motif-boxy-shirt-benares-brocade-striped-pant,40574378,EMBROIDERED MOTIF BOXY SHIRT & BENARES BROCADE STRIPED PANT,Dash and Dot,"Shirt, Pants, Embroidered, Brocade, Relaxed Fit",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_5bf058be-b674-47a5-b5e2-894b7d73751e.jpg?v=1764653158,https://shop.broadwaylive.in/products/embroidered-motif-boxy-shirt-benares-brocade-striped-pant
embroidered-motif-boxy-shirt-benares-brocade-striped-pant,40803754,EMBROIDERED MOTIF BOXY SHIRT & BENARES BROCADE STRIPED PANT,Dash and Dot,"Shirt, Pants, Embroidered, Brocade, Relaxed Fit",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_26ed22dc-d92c-4d75-870d-109a74a961b9.jpg?v=1764653159,https://shop.broadwaylive.in/products/embroidered-motif-boxy-shirt-benares-brocade-striped-pant
linen-embroidered-pant,40960682,LINEN EMBROIDERED PANT,Dash and Dot,"Linen, Embroidered, Straight Cut, Casual, Earthy",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Beige, Pattern: Embroidered, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/1_85ad4083-6eaf-44db-8e5e-9b8c0cbd2af0.jpg?v=1764590872,https://shop.broadwaylive.in/products/linen-embroidered-pant
linen-embroidered-pant,40993450,LINEN EMBROIDERED PANT,Dash and Dot,"Linen, Embroidered, Straight Cut, Casual, Earthy",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Beige, Pattern: Embroidered, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/2_cb539497-4dad-44d3-b3f1-c416daf8db0c.jpg?v=1764590872,https://shop.broadwaylive.in/products/linen-embroidered-pant
linen-embroidered-pant,41026218,LINEN EMBROIDERED PANT,Dash and Dot,"Linen, Embroidered, Straight Cut, Casual, Earthy",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Beige, Pattern: Embroidered, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_0c844698-12ba-4ff8-969d-c4a44e498b98.jpg?v=1764590874,https://shop.broadwaylive.in/products/linen-embroidered-pant
embroidered-motif-boxy-shirt-benares-brocade-striped-pant,41033130,EMBROIDERED MOTIF BOXY SHIRT & BENARES BROCADE STRIPED PANT,Dash and Dot,"Shirt, Pants, Embroidered, Brocade, Relaxed Fit",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/3_b18984a9-5fd5-4252-85a6-1f62b13a4d53.jpg?v=1764653160,https://shop.broadwaylive.in/products/embroidered-motif-boxy-shirt-benares-brocade-striped-pant
linen-embroidered-pant,41091754,LINEN EMBROIDERED PANT,Dash and Dot,"Linen, Embroidered, Straight Cut, Casual, Earthy",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Beige, Pattern: Embroidered, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_73a83018-270e-4b5e-9ffb-aa2496afa3b6.jpg?v=1764590872,https://shop.broadwaylive.in/products/linen-embroidered-pant
linen-embroidered-pant,41124522,LINEN EMBROIDERED PANT,Dash and Dot,"Linen, Embroidered, Straight Cut, Casual, Earthy",Clothing & Fashion,"Sub Category: Bottoms, Fit: Regular, Color: Beige, Pattern: Embroidered, Occasion: Casual, Style: Minimal",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_bf466924-12a9-40e1-bd81-9a1ebe43bafb.jpg?v=1764590872,https://shop.broadwaylive.in/products/linen-embroidered-pant
embroidered-motif-boxy-shirt-benares-brocade-striped-pant,41262506,EMBROIDERED MOTIF BOXY SHIRT & BENARES BROCADE STRIPED PANT,Dash and Dot,"Shirt, Pants, Embroidered, Brocade, Relaxed Fit",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/4_34f7a8ec-269a-4da2-ab06-97b69de14140.jpg?v=1764653159,https://shop.broadwaylive.in/products/embroidered-motif-boxy-shirt-benares-brocade-striped-pant
embroidered-motif-boxy-shirt-benares-brocade-striped-pant,41491882,EMBROIDERED MOTIF BOXY SHIRT & BENARES BROCADE STRIPED PANT,Dash and Dot,"Shirt, Pants, Embroidered, Brocade, Relaxed Fit",Clothing & Fashion,"Sub Category: Tops, Fit: Relaxed, Color: Black, Pattern: Solid, Occasion: Casual, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5_ce067ecd-7e65-4e0f-8772-663b6ab234a0.jpg?v=1764653159,https://shop.broadwaylive.in/products/embroidered-motif-boxy-shirt-benares-brocade-striped-pant
benares-tissue-pant-set,4169130,BENARES TISSUE PANT SET,Dash and Dot,"Pant Set, Iridescent, Wide-leg, Cropped Sleeves, Elegant",Clothing & Fashion,"Sub Category: Tops, Fit: Structured, Color: Beige, Pattern: Solid, Occasion: Formal, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/6_4bb28272-c0ed-4577-8a67-cd814e63135a.jpg?v=1764576298,https://shop.broadwaylive.in/products/benares-tissue-pant-set
benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt,4193962,"BENARES SILK BROCADE JACKET, TISSUE BRALETTE AND CRUSHED SKIRT",Dash and Dot,"Jacket, Bralette, Skirt, Silk, Floral",Clothing & Fashion,"Sub Category: Outerwear, Fit: Relaxed, Color: Gold, Pattern: Floral, Occasion: Formal, Style: Traditional",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/imgi_97_2_c18262cb-c03c-42d6-a90b-830e2219917a.jpg?v=1764659426,https://shop.broadwaylive.in/products/benares-silk-brocade-jacket-tissue-bralette-and-crushed-skirt
ayat-earrings-18k-gold-plated-evil-eye-jewel,42470011,Ayat Earrings 18K Gold Plated | Evil Eye Jewel,Nish Hair,"Earrings, Gold Plated, Evil Eye, Fashion, Jewelry",Jewellery & Accessories,"Sub Category: Earrings, Metal Type: Gold, Aesthetic: Modern, Occasion: Daily Wear, Shape: Rounded Rectangle",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/ayat.jpg?v=1763717176,https://shop.broadwaylive.in/products/ayat-earrings-18k-gold-plated-evil-eye-jewel
hair-mist-nish-hair,42470012,Mist,Nish Hair,"Hair Mist, Fragrance, Lightweight, Delicate, Sophisticated",Beauty & Personal Care,"Sub Category: Styling Products, Texture: Lightweight, Ingredient Focus: Fragrance, Benefits: Hydrating, Concern: Dryness",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/Hair_Mist_2.jpg?v=1763717178,https://shop.broadwaylive.in/products/hair-mist-nish-hair
organza-bows-lemon-yellow-nish-hair,42470013,Pretty Bows | Nish Hair,Nish Hair,"Hair Accessories, Bows, Fashion, Pastel, Cute",Jewellery & Accessories,"Sub Category: Hair Accessories, Color: Yellow, Material: Organza, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/goddessgreen_8ff931c9-7d59-4e35-bfe5-1b6eea9b1aaa.jpg?v=1763717238,https://shop.broadwaylive.in/products/organza-bows-lemon-yellow-nish-hair
organza-bows-lemon-yellow-nish-hair,42470014,Pretty Bows | Nish Hair,Nish Hair,"Hair Accessories, Bows, Fashion, Pastel, Cute",Jewellery & Accessories,"Sub Category: Hair Accessories, Color: Yellow, Material: Organza, Style: Trendy",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/pastelyellow.jpg?v=1763717238,https://shop.broadwaylive.in/products/organza-bows-lemon-yellow-nish-hair
candy-floss-pink-strandout-nish-hair,'42470046,Barbie Pink – #Strandout | Nish Hair,Nish Hair,"Hair Extensions, Colorful, Fashion, Styling, Trendy",Beauty & Personal Care,"Sub Category: Styling Products, Color: Pink, Length: 12 Inch, Style: Strandout",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_8455_91887e58-ad9f-4c83-9834-cb94be783ae8.jpg?v=1763717151,https://shop.broadwaylive.in/products/candy-floss-pink-strandout-nish-hair
parul-s-ombre-clip-in-hair-extensions-set-of-4-nish-hair-1,'42470075,Premium Clip-in Hair Extensions â Set of 4,Nish Hair,"Hair Extensions, Clip-in, Natural Look, Premium Quality, Ombre",Beauty & Personal Care,"Sub Category: Styling Products, Color: Natural Black, Features: Clip-in, Length: Long, Quantity: Set of 4",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DIP05098-3-scaled_1.webp?v=1763717340,https://shop.broadwaylive.in/products/parul-s-ombre-clip-in-hair-extensions-set-of-4-nish-hair-1
pixie-cut-hair-wig,'42470091,Pixie Cut Hair Wig,Nish Hair,"Hair Wig, Pixie Cut, Synthetic Hair, Left Side Parting, Fashion",Beauty & Personal Care,"Sub Category: Styling Products, Color: Black, Style: Pixie, Material: Synthetic",https://cdn.shopify.com/s/files/1/0682/4647/0744/files/pixiewig.jpg?v=1763717179,https://shop.broadwaylive.in/products/pixie-cut-hair-wig
